22.1.1.3.Populationbysexandage,1January;;;;;;;;;;;;;;;;
Age;1980;1990;2001;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
Males;;;;;;;;;;;;;;;;
81;34139;40332;42053;53327;50963;52046;52007;50790;50857;50394;51344;53097;53028;56439;54424;58909
82;29059;33782;20897;46506;49038;46828;47943;47870;46745;46775;46482;47419;48835;48458;51045;50467
83;23798;28533;18674;41975;42123;44669;42761;43634;43772;42431;42626;42678;42977;44054;43534;46870
84;20072;23106;16842;35865;37619;37851;40317;38397;39465;39481;38344;38661;38320;38262;38824;39530
85;16128;19237;18968;32877;31835;33288;33810;35795;34385;35107;35192;34211;34132;33750;33591;34826
86;12999;16304;23495;28928;28813;27857;29333;29594;31613;30196;30947;30956;29671;29546;28935;29772
87;9616;13364;19265;22504;25001;24955;24174;25224;25705;27338;26284;26908;26581;25308;24926;25261
88;7243;10376;16414;20300;19094;21214;21261;20556;21706;21877;23375;22540;22830;22304;20826;21381
89;5328;8496;12297;17254;17000;16064;17914;17810;17286;18183;18270;19736;18734;18921;18082;17530
90;13498;19682;35950;43643;47863;51409;53883;56521;59470;60934;63130;65245;67920;69136;55931;57685
Total;10709463;10374823;10200298;9931925;9908798;9877365;9855571;9830485;9797561;9778371;9772756;9769526;9730772;9689010;9599744;9584627
